name,team_name,game_date,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,dribbles,touch_time,defender_name,defender_distance,defender_height,isClutch,year
Kevin Durant,Oklahoma City Thunder,2015-12-11,11,1,Pullup Jump shot,2PT Field Goal,15,4,19.1,"Booker, Trevor",3.9,80.0,1,2016
Jarrett Jack,Brooklyn Nets,2015-11-14,1,0,Pullup Jump shot,2PT Field Goal,18,1,1.3,"Livingston, Shaun",3.1,79.0,1,2016
Damian Lillard,Portland Trail Blazers,2015-12-01,26,0,Pullup Jump shot,2PT Field Goal,16,21,19.4,"Williams, Deron",2.8,75.0,1,2016
Russell Westbrook,Oklahoma City Thunder,2015-10-28,22,0,Pullup Jump shot,2PT Field Goal,15,18,16.6,"Green, Danny",3.8,78.0,1,2016
Paul George,Indiana Pacers,2015-12-23,0,0,Pullup Jump shot,2PT Field Goal,16,3,3.1,"Gay, Rudy",1.7,80.0,1,2016
Kemba Walker,Charlotte Hornets,2015-12-12,13,1,Pullup Jump shot,2PT Field Goal,15,7,6.1,"Johnson, Amir",6.0,81.0,1,2016
James Harden,Houston Rockets,2015-12-04,7,1,Step Back Jump shot,2PT Field Goal,18,1,2.9,"Matthews, Wesley",3.2,76.0,1,2016
Chris Bosh,Miami Heat,2015-12-29,28,0,Step Back Jump shot,2PT Field Goal,16,1,2.1,"Randolph, Zach",2.8,81.0,1,2016
Derrick Rose,Chicago Bulls,2015-12-12,11,1,Step Back Jump shot,2PT Field Goal,15,18,16.6,"Davis, Anthony",5.3,82.0,1,2016
Kevin Durant,Oklahoma City Thunder,2016-01-12,23,1,Step Back Jump shot,2PT Field Goal,19,0,2.1,"Wiggins, Andrew",3.9,79.0,1,2016
Reggie Jackson,Detroit Pistons,2016-01-06,30,0,Step Back Jump shot,2PT Field Goal,18,20,16.5,"Johnson, Amir",3.2,81.0,1,2016
Andrew Wiggins,Minnesota Timberwolves,2015-12-18,29,0,Step Back Jump shot,2PT Field Goal,20,4,6.0,"Gay, Rudy",3.7,80.0,1,2016
Kevin Durant,Oklahoma City Thunder,2015-12-13,0,0,Turnaround Fadeaway shot,2PT Field Goal,21,0,0.2,"Hayward, Gordon",3.4,79.0,1,2016
DeMar DeRozan,Toronto Raptors,2015-12-30,29,0,Turnaround Fadeaway shot,2PT Field Goal,11,5,5.6,"Wall, John",2.0,76.0,1,2016
Chris Bosh,Miami Heat,2015-12-25,14,0,Turnaround Jump Shot,2PT Field Goal,10,0,1.3,"Holiday, Jrue",2.5,75.0,1,2016
Nikola Vucevic,Orlando Magic,2015-11-11,0,1,Turnaround Jump Shot,2PT Field Goal,19,0,0.8,"Hibbert, Roy",2.1,86.0,1,2016
Khris Middleton,Milwaukee Bucks,2016-01-12,16,1,Turnaround Jump Shot,2PT Field Goal,16,9,6.8,"Butler, Jimmy",3.7,79.0,1,2016
